customer_id,age,gender,city,employment_type,annual_income,credit_score,existing_loans_count,loan_purpose,loan_amount,loan_tenure_months,interest_rate_pct,disbursement_date,loan_to_income_ratio,days_past_due,loan_status,is_default
CUST106019,34,Male,Chandigarh,Self-Employed,475000.0,793,0,Education,381000,48,10.14,2021-10-07,0.8,0,Active,0
CUST106020,64,Male,Delhi,Self-Employed,645000.0,638,0,Auto,837000,36,11.35,2023-09-20,1.3,22,Active - Overdue 30d,0
CUST106021,44,Male,Hyderabad,Self-Employed,565000.0,779,0,Personal,716000,36,15.14,2023-04-17,1.27,0,Active,0
CUST106022,61,Male,Chennai,Self-Employed,662000.0,823,1,Credit Card Consolidation,152000,36,11.69,2025-05-29,0.23,0,Closed,0
CUST106023,21,Female,Noida,Salaried,734000.0,686,3,Personal,959000,48,12.11,2022-05-01,1.31,332,Written Off,1
CUST106024,63,Female,Mumbai,Salaried,688000.0,617,1,Home,1108000,180,11.21,2023-08-30,1.61,127,Default,1
CUST106025,42,Male,Chandigarh,Self-Employed,313000.0,665,0,Personal,456000,24,7.0,2021-05-22,1.46,63,Default,1
CUST106026,43,Female,Chennai,Salaried,454000.0,766,1,Personal,291000,36,17.91,2024-08-13,0.64,0,Active,0
CUST106027,39,Female,Mumbai,Salaried,439000.0,725,1,Business,378000,240,7.0,2021-01-25,0.86,0,Closed,0
CUST106028,38,Male,Mumbai,Salaried,597000.0,703,2,Home,679000,36,11.71,2024-12-31,1.14,0,Closed,0
CUST106029,32,Male,Chennai,Self-Employed,424000.0,610,1,Business,472000,84,14.49,2022-03-08,1.11,0,Closed,0
CUST106030,48,Female,Chennai,Self-Employed,898000.0,686,1,Personal,525000,36,13.53,2023-09-22,0.58,148,Default,1
CUST106031,48,Female,Gurugram,Salaried,562000.0,706,2,Auto,274000,48,15.58,2021-01-25,0.49,123,Default,1
CUST106032,53,Female,Mumbai,Business Owner,1005000.0,644,0,Personal,238000,84,15.17,2024-04-10,0.24,0,Active,0
CUST106033,39,Female,Chandigarh,Salaried,355000.0,648,1,Personal,855000,48,12.66,2024-01-15,2.41,0,Closed,0
CUST106034,48,Male,Gurugram,Business Owner,490000.0,741,0,Auto,456000,48,11.71,2024-06-24,0.93,0,Closed,0
CUST106035,57,Male,Chandigarh,Business Owner,502000.0,729,0,Personal,336000,24,15.05,2022-03-06,0.67,178,Written Off,1
CUST106036,46,Male,Gurugram,Self-Employed,403000.0,685,1,Personal,599000,240,7.0,2023-08-15,1.49,179,Default,1
CUST106037,55,Male,Chandigarh,Salaried,400000.0,665,0,Home,918000,24,8.49,2023-12-28,2.3,141,Written Off,1
CUST106038,54,Female,Hyderabad,Salaried,1104000.0,672,0,Home,459000,48,12.6,2023-02-26,0.42,37,Active - Overdue 30d,0
CUST106039,55,Female,Chennai,Salaried,651000.0,764,1,Personal,638000,60,10.91,2023-11-10,0.98,0,Active,0
CUST106040,60,Female,Pune,Salaried,655000.0,728,1,Auto,210000,12,10.76,2022-06-23,0.32,0,Closed,0
CUST106041,36,Male,Delhi,Self-Employed,1020000.0,696,0,Personal,1021000,24,8.94,2024-12-01,1.0,0,Active,0
CUST106042,58,Male,Gurugram,Business Owner,1222000.0,813,1,Education,124000,84,7.5,2025-04-24,0.1,0,Active,0
CUST106043,33,Male,Mumbai,Business Owner,1357000.0,627,0,Business,224000,60,11.0,2021-06-24,0.17,0,Active,0
CUST106044,43,Male,Gurugram,Salaried,526000.0,590,0,Home,706000,36,9.24,2021-04-20,1.34,0,Active,0
CUST106045,42,Female,Mohali,Salaried,447000.0,492,1,Credit Card Consolidation,944000,60,12.0,2022-12-18,2.11,150,Default,1
CUST106046,36,Male,Pune,Salaried,745000.0,724,1,Personal,156000,36,12.37,2023-03-26,0.21,125,Written Off,1
CUST106047,48,Female,Delhi,Salaried,403000.0,805,1,Home,859000,48,9.09,2021-12-01,2.13,0,Active,0
CUST106048,55,Female,Delhi,Salaried,514000.0,799,0,Personal,196000,36,15.57,2024-09-21,0.38,36,Active - Overdue 30d,0
CUST106049,28,Male,Mumbai,Salaried,840000.0,633,0,Home,592000,12,7.0,2022-02-27,0.7,0,Active,0
CUST106050,64,Male,Delhi,Salaried,1081000.0,617,0,Business,384000,36,13.52,2023-10-13,0.36,75,Default,1
CUST106051,42,Female,Gurugram,Salaried,228000.0,496,1,Home,255000,48,7.0,2024-09-03,1.12,0,Active,0
CUST106052,41,Male,Bengaluru,Self-Employed,328000.0,627,0,Personal,242000,48,7.17,2024-07-01,0.74,0,Closed,0
CUST106053,46,Female,Delhi,Salaried,702000.0,592,2,Home,328000,12,11.86,2024-04-08,0.47,143,Written Off,1
CUST106054,60,Female,Delhi,Salaried,766000.0,780,1,Business,791000,84,16.1,2023-03-27,1.03,0,Closed,0
CUST106055,41,Male,Pune,Salaried,1224000.0,694,3,Personal,258000,36,8.04,2022-09-12,0.21,0,Closed,0
CUST106056,45,Male,Chandigarh,Salaried,834000.0,685,1,Auto,642000,120,10.42,2025-06-14,0.77,110,Default,1
CUST106057,61,Male,Chennai,Business Owner,693000.0,623,1,Education,807000,36,10.83,2021-07-05,1.16,338,Written Off,1
CUST106058,21,Female,Delhi,Salaried,584000.0,572,0,Home,1206000,84,13.45,2025-07-13,2.07,150,Default,1
CUST106059,26,Male,Chennai,Self-Employed,488000.0,577,0,Personal,743000,36,8.0,2021-01-26,1.52,0,Closed,0
CUST106060,43,Female,Pune,Salaried,455000.0,598,2,Personal,428000,180,7.22,2021-05-15,0.94,0,Closed,0
CUST106061,43,Female,Delhi,Business Owner,379000.0,743,0,Auto,829000,24,13.61,2024-05-01,2.19,0,Closed,0
CUST106062,63,Female,Bengaluru,Business Owner,612000.0,569,1,Education,343000,24,9.97,2024-09-14,0.56,138,Default,1
CUST106063,63,Male,Gurugram,Salaried,868000.0,723,0,Home,416000,24,14.76,2025-10-02,0.48,0,Active,0
CUST106064,43,Female,Gurugram,Business Owner,592000.0,900,0,Personal,812000,12,14.88,2024-05-23,1.37,0,Closed,0
CUST106065,52,Female,Mumbai,Self-Employed,1018000.0,647,1,Home,208000,24,7.05,2021-11-07,0.2,0,Active,0
CUST106066,50,Male,Chennai,Self-Employed,615000.0,708,1,Business,656000,12,11.63,2022-09-17,1.07,106,Default,1
CUST106067,33,Female,Mumbai,Salaried,514000.0,684,0,Business,290000,24,15.0,2023-04-11,0.56,0,Closed,0
CUST106068,63,Male,Gurugram,Salaried,953000.0,577,0,Personal,293000,24,10.94,2021-12-01,0.31,0,Active,0
CUST106069,38,Female,Bengaluru,Self-Employed,466000.0,595,0,Personal,380000,84,12.22,2025-04-03,0.82,0,Closed,0
CUST106070,43,Male,Chandigarh,Salaried,540000.0,642,1,Auto,442000,60,16.71,2023-08-08,0.82,0,Closed,0
CUST106071,35,Female,Noida,Business Owner,444000.0,677,1,Credit Card Consolidation,914000,36,10.81,2025-11-17,2.06,107,Default,1
CUST106072,53,Male,Mohali,Salaried,508000.0,837,0,Credit Card Consolidation,712000,12,15.56,2021-07-08,1.4,0,Active,0
CUST106073,41,Female,Mumbai,Salaried,418000.0,628,0,Personal,508000,84,12.22,2023-12-16,1.22,1,Active - Overdue 30d,0
CUST106074,59,Female,Gurugram,Salaried,943000.0,614,0,Business,929000,84,15.64,2021-12-30,0.99,0,Closed,0
CUST106075,43,Male,Chennai,Salaried,1278000.0,606,2,Personal,156000,120,13.9,2024-01-12,0.12,0,Active,0
CUST106076,47,Male,Bengaluru,Business Owner,776000.0,776,2,Auto,708000,48,7.0,2024-06-18,0.91,0,Closed,0
CUST106077,64,Female,Pune,Salaried,789000.0,634,0,Home,348000,120,14.62,2024-02-01,0.44,129,Default,1
CUST106078,38,Male,Mohali,Salaried,769000.0,814,0,Credit Card Consolidation,459000,84,14.85,2022-05-12,0.6,0,Closed,0
CUST106079,44,Male,Pune,Salaried,870000.0,707,2,Education,385000,12,13.12,2024-07-29,0.44,112,Default,1
CUST106080,60,Male,Mumbai,Self-Employed,558000.0,807,2,Business,332000,84,12.44,2021-09-06,0.59,0,Active,0
CUST106081,62,Female,Chennai,Business Owner,415000.0,686,1,Auto,494000,240,12.97,2023-05-19,1.19,0,Active,0
CUST106082,27,Female,Mohali,Salaried,767000.0,666,1,Home,855000,60,9.05,2024-11-05,1.11,0,Closed,0
CUST106083,40,Female,Hyderabad,Salaried,708000.0,699,0,Personal,597000,180,10.46,2025-01-20,0.84,0,Active,0
CUST106084,47,Female,Gurugram,Self-Employed,351000.0,789,1,Personal,819000,48,14.44,2023-03-10,2.33,0,Active,0
CUST106085,26,Female,Mohali,Salaried,776000.0,702,3,Auto,292000,36,7.8,2024-03-19,0.38,0,Closed,0
CUST106086,47,Male,Mohali,Salaried,460000.0,723,0,Home,705000,48,10.34,2023-10-20,1.53,0,Active,0
CUST106087,29,Male,Mohali,Self-Employed,811000.0,687,0,Personal,566000,12,13.39,2023-12-23,0.7,105,Default,1
CUST106088,51,Male,Gurugram,Salaried,376000.0,665,0,Home,715000,48,11.8,2021-02-12,1.9,0,Closed,0
CUST106089,41,Female,Chennai,Salaried,542000.0,722,0,Home,220000,60,13.2,2022-08-11,0.41,0,Active,0
CUST106090,46,Female,PUNE,Salaried,969000.0,700,1,Business,479000,48,9.89,2025-02-14,0.49,0,Active,0
CUST106091,60,Male,Delhi,Self-Employed,472000.0,699,0,Personal,449000,36,10.06,2023-03-19,0.95,91,Default,1
CUST106092,33,Female,Chandigarh,Salaried,1562000.0,583,1,Personal,247000,180,10.35,2022-01-21,0.16,0,Active,0
CUST106093,43,Male,Hyderabad,Salaried,348000.0,638,2,Personal,469000,84,16.73,2022-07-19,1.35,173,Default,1
CUST106094,40,Female,Noida,Salaried,242000.0,684,1,Auto,387000,84,15.06,2024-02-06,1.6,140,Default,1
CUST106095,57,Male,Noida,Business Owner,389000.0,575,1,Home,173000,36,12.41,2022-06-28,0.44,155,Default,1
CUST106096,48,Male,Delhi,Salaried,516000.0,739,1,Credit Card Consolidation,672000,24,15.99,2024-06-22,1.3,0,Closed,0
CUST106097,37,Female,Gurugram,Salaried,1204000.0,587,1,Auto,1009000,24,8.25,2023-06-16,0.84,0,Closed,0
CUST106098,48,Female,Gurugram,Salaried,346000.0,619,0,Personal,213000,36,10.64,2022-12-30,0.62,0,Closed,0
CUST106099,61,Male,Noida,Salaried,1099000.0,709,1,Business,375000,36,16.04,2023-08-22,0.34,128,Default,1
CUST106100,22,Male,Mumbai,Salaried,1064000.0,570,1,Personal,113000,36,10.71,2024-07-02,0.11,161,Default,1
CUST106101,45,Female,Hyderabad,Self-Employed,718000.0,735,1,Home,538000,24,12.09,2024-08-10,0.75,109,Default,1
CUST106102,61,Female,Pune,Salaried,979000.0,583,0,Business,593000,240,12.91,2023-03-24,0.61,0,Closed,0
CUST106103,26,Female,Noida,Self-Employed,668000.0,713,0,Personal,100000,36,13.26,2021-05-12,0.15,0,Active,0
CUST106104,31,Male,Gurugram,Salaried,1222000.0,642,0,Auto,1170000,24,14.38,2023-04-21,0.96,78,Default,1
CUST106105,58,Female,Pune,Salaried,672000.0,691,1,Credit Card Consolidation,140000,84,13.29,2025-06-06,0.21,0,Active,0
CUST106106,26,Female,Mohali,Salaried,755000.0,660,0,Personal,1176000,36,10.13,2023-12-01,1.56,126,Default,1
CUST106107,31,Female,Hyderabad,Salaried,392000.0,620,0,Home,962000,24,9.22,2025-05-03,2.45,0,Active,0
CUST106108,34,Female,Mumbai,Salaried,741000.0,494,0,Business,350000,24,13.55,2022-01-30,0.47,114,Default,1
CUST106109,22,Male,Delhi,Salaried,713000.0,581,1,Auto,359000,48,13.75,2022-03-21,0.5,0,Active,0
CUST106110,60,Male,Chennai,Salaried,1244000.0,544,1,Education,288000,36,11.53,2023-12-30,0.23,0,Closed,0
CUST106111,23,Female,Bengaluru,Salaried,434000.0,630,5,Home,431000,36,13.47,2024-06-30,0.99,0,Active,0
CUST106112,55,Male,Hyderabad,Self-Employed,1342000.0,731,0,Education,222000,60,12.39,2025-10-10,0.17,151,Default,1
CUST106113,53,Female,Hyderabad,Salaried,1008000.0,810,2,Auto,319000,120,13.71,2022-10-10,0.32,0,Active,0
CUST106114,44,Male,Mohali,Self-Employed,614000.0,771,0,Personal,825000,60,9.88,2022-10-21,1.34,0,Closed,0
CUST106115,39,Male,Gurugram,Business Owner,333000.0,744,0,Business,1378000,48,13.11,2022-10-07,4.14,84,Default,1
CUST106116,38,Male,Hyderabad,Salaried,746000.0,810,0,Personal,1028000,48,9.63,2024-06-09,1.38,0,Active,0
CUST106117,44,Female,Mumbai,Business Owner,674000.0,773,1,Personal,705000,60,14.7,2021-08-06,1.05,134,Default,1
CUST106118,55,Male,Gurugram,Salaried,1074000.0,827,0,Home,685000,120,13.16,2022-12-30,0.64,0,Active,0
CUST106119,21,Female,Delhi,Business Owner,902000.0,697,2,Personal,186000,24,10.89,2024-07-28,0.21,0,Active,0
CUST106120,56,Male,Chennai,Business Owner,679000.0,724,2,Personal,626000,180,16.35,2022-10-11,0.92,154,Written Off,1
CUST106121,45,Female,Chennai,Self-Employed,768000.0,575,0,Personal,1035000,120,10.85,2024-01-28,1.35,0,Active,0
CUST106122,63,Male,Delhi,Salaried,637000.0,572,2,Auto,564000,36,13.91,2022-12-06,0.89,109,Default,1
CUST106123,54,Male,Bengaluru,Salaried,281000.0,741,1,Credit Card Consolidation,910000,12,16.08,2022-08-01,3.24,0,Active,0
CUST106124,45,Female,Hyderabad,Self-Employed,612000.0,591,0,Auto,338000,60,10.34,2021-02-13,0.55,19,Active - Overdue 30d,0
CUST106125,36,Male,Hyderabad,Salaried,843000.0,684,1,Personal,663000,24,9.81,2023-07-27,0.79,0,Closed,0
CUST106126,54,Male,Pune,Business Owner,849000.0,821,1,Auto,320000,12,14.67,2024-07-28,0.38,0,Active,0
CUST106127,49,Female,Mohali,Self-Employed,544000.0,679,0,Education,431000,36,7.35,2023-02-04,0.79,0,Active,0
CUST106128,39,Male,Noida,Business Owner,647000.0,721,2,Credit Card Consolidation,530000,120,12.02,2024-01-29,0.82,104,Default,1
CUST106129,43,Male,Gurugram,Salaried,1109000.0,657,1,Credit Card Consolidation,1453000,24,10.98,2024-06-05,1.31,0,Active,0
CUST106130,39,Male,Bengaluru,Salaried,1141000.0,760,0,Business,1064000,120,9.57,2021-05-20,0.93,0,Closed,0
CUST106131,45,Male,Pune,Salaried,480000.0,735,1,Home,664000,12,11.85,2021-10-12,1.38,107,Default,1
CUST106132,36,Male,Chennai,Self-Employed,778000.0,736,0,Home,292000,12,10.41,2022-01-31,0.38,0,Active,0
CUST106133,29,Male,Gurugram,Salaried,1051000.0,744,1,Personal,414000,12,15.72,2025-07-22,0.39,0,Closed,0
CUST106134,21,Female,Hyderabad,Salaried,,641,1,Business,186000,36,9.38,2022-04-06,0.26,0,Active,0
CUST106135,62,Male,Mumbai,Salaried,525000.0,887,2,Education,426000,48,14.13,2023-08-29,0.81,0,Closed,0
CUST106136,39,Female,Noida,Salaried,868000.0,662,0,Auto,932000,120,8.43,2021-09-02,1.07,0,Active,0
CUST106137,53,Male,Chennai,Salaried,1110000.0,660,0,Home,1154000,84,11.48,2025-10-01,1.04,9,Active - Overdue 30d,0
CUST106138,54,Male,Gurugram,Self-Employed,561000.0,615,0,Credit Card Consolidation,781000,120,14.92,2025-08-30,1.39,341,Written Off,1
CUST106139,36,Male,Bengaluru,Salaried,462000.0,680,1,Business,393000,120,7.0,2022-12-27,0.85,0,Active,0
CUST106140,64,Female,Mumbai,Salaried,1611000.0,697,0,Business,544000,36,9.41,2023-12-15,0.34,3,Active - Overdue 30d,0
CUST106141,60,Female,Chennai,Salaried,423000.0,665,2,Auto,245000,36,9.02,2022-12-14,0.58,0,Active,0
CUST106142,38,Female,Chennai,Self-Employed,179000.0,785,1,Personal,717000,180,15.45,2024-08-11,4.01,0,Active,0
CUST106143,54,Male,Pune,Business Owner,544000.0,704,1,Auto,681000,84,13.67,2025-02-12,1.25,97,Default,1
CUST106144,45,Female,Mumbai,Salaried,711000.0,753,1,Auto,351000,24,15.19,2025-10-08,0.49,203,Written Off,1
CUST106145,26,Female,Delhi,Salaried,663000.0,527,1,Credit Card Consolidation,565000,24,10.44,2022-11-23,0.85,231,Written Off,1
CUST106146,41,Male,Gurugram,Self-Employed,672000.0,661,1,Auto,338000,120,10.89,2021-06-06,0.5,21,Active - Overdue 30d,0
CUST106147,26,Male,Delhi,Salaried,397000.0,725,0,Business,532000,36,8.67,2023-09-22,1.34,0,Active,0
CUST106148,52,Male,Gurugram,Salaried,967000.0,600,0,Personal,346000,36,12.47,2025-09-02,0.36,320,Written Off,1
CUST106149,61,Female,Delhi,Salaried,365000.0,606,1,Home,533000,120,15.89,2021-05-20,1.46,0,Closed,0
CUST106150,63,Male,Bengaluru,Salaried,986000.0,680,0,Personal,967000,48,8.07,2022-06-27,0.98,157,Written Off,1
CUST106151,59,Female,Pune,Salaried,521000.0,678,0,Home,463000,48,10.74,2023-07-23,0.89,0,Active,0
CUST106152,51,Male,Noida,Business Owner,384000.0,636,2,Education,806000,36,7.37,2023-01-24,2.1,62,Default,1
CUST106153,62,Male,Bengaluru,Salaried,1027000.0,662,0,Business,884000,60,8.47,2025-07-12,0.86,26,Active - Overdue 30d,0
CUST106154,30,Male,Hyderabad,Salaried,217000.0,755,0,Business,531000,36,16.12,2021-04-26,2.45,136,Default,1
CUST106155,50,Female,Mumbai,Salaried,886000.0,648,1,Personal,288000,240,9.99,2025-09-15,0.33,0,Active,0
CUST106156,38,Male,Chandigarh,Salaried,761000.0,575,0,Business,736000,36,11.83,2023-02-22,0.97,0,Closed,0
CUST106157,44,Male,Noida,Salaried,1752000.0,677,1,Personal,1342000,24,7.0,2021-05-24,0.77,0,Active,0
CUST106158,29,Female,Mumbai,Salaried,428000.0,641,2,Auto,266000,12,11.91,2022-02-07,0.62,264,Written Off,1
CUST106159,51,Male,Delhi,Business Owner,589000.0,761,1,Home,419000,48,11.66,2022-11-29,0.71,0,Active,0
CUST106160,35,Male,Mumbai,Self-Employed,447000.0,805,1,Home,222000,60,13.87,2025-06-04,0.5,0,Active,0
CUST106161,24,Male,Chandigarh,Salaried,240000.0,596,1,Auto,327000,36,7.9,2021-08-09,1.36,6,Active - Overdue 30d,0
CUST106162,60,Male,Hyderabad,Salaried,930000.0,715,2,Auto,277000,180,8.93,2021-06-06,0.3,0,Active,0
CUST106163,29,Male,Mumbai,Salaried,1228000.0,502,0,Credit Card Consolidation,686000,12,12.04,2023-01-03,0.56,170,Default,1
CUST106164,29,Male,Mumbai,Salaried,1276000.0,736,0,Business,985000,48,9.07,2023-07-15,0.77,0,Active,0
CUST106165,46,Male,Noida,Salaried,448000.0,711,1,Education,1157000,60,11.33,2023-04-04,2.58,23,Active - Overdue 30d,0
CUST106166,24,Male,Gurugram,Salaried,552000.0,690,1,Education,408000,48,13.58,2025-09-13,0.74,0,Closed,0
CUST106167,37,Female,Gurugram,Salaried,703000.0,679,1,Personal,1357000,60,8.1,2023-07-10,1.93,80,Default,1
CUST106168,36,Male,Mohali,Business Owner,505000.0,602,2,Personal,391000,84,7.0,2024-09-13,0.77,0,Closed,0
CUST106169,35,Male,Bengaluru,Self-Employed,491000.0,613,1,Education,249000,60,13.16,2022-02-02,0.51,0,Active,0
CUST106170,55,Male,Noida,Salaried,772000.0,603,0,Home,400000,48,10.8,2025-04-03,0.52,238,Written Off,1
CUST106171,25,Male,Mohali,Self-Employed,768000.0,700,0,Education,426000,180,11.08,2024-07-11,0.55,179,Default,1
CUST106172,25,Female,Delhi,Salaried,654000.0,560,0,Auto,1086000,240,13.19,2022-05-15,1.66,0,Active,0
CUST106173,40,Male,Chandigarh,Salaried,725000.0,554,2,Personal,273000,48,12.44,2024-12-10,0.38,0,Active,0
CUST106174,35,Male,Chandigarh,Salaried,475000.0,797,1,Personal,693000,12,14.25,2021-12-25,1.46,0,Closed,0
CUST106175,38,Female,Noida,Salaried,660000.0,695,0,Business,175000,24,11.73,2024-06-03,0.27,0,Active,0
CUST106176,22,Male,Bengaluru,Self-Employed,498000.0,561,0,Home,363000,84,15.25,2024-10-24,0.73,191,Written Off,1
CUST106177,49,Female,Chennai,Self-Employed,509000.0,757,0,Auto,854000,36,10.98,2022-10-17,1.68,0,Active,0
CUST106178,33,Female,Mohali,Self-Employed,505000.0,610,0,Personal,352000,60,8.54,2024-07-21,0.7,0,Closed,0
CUST106179,24,Male,Chennai,Salaried,863000.0,629,0,Personal,161000,12,17.13,2022-01-31,0.19,0,Active,0
CUST106180,62,Male,Noida,Self-Employed,791000.0,680,4,Business,384000,240,11.69,2023-10-09,0.49,0,Active,0
CUST106181,30,Male,Hyderabad,Business Owner,925000.0,572,0,Personal,1054000,36,10.49,2023-11-04,1.14,0,Closed,0
CUST106182,51,Male,Noida,Self-Employed,674000.0,728,1,Credit Card Consolidation,415000,84,12.25,2021-11-10,0.62,0,Active,0
CUST106183,61,Male,Delhi,Salaried,622000.0,632,0,Auto,773000,60,11.47,2021-04-13,1.24,0,Active,0
CUST106184,28,Male,Hyderabad,Business Owner,316000.0,478,1,Personal,469000,48,18.06,2024-01-12,1.48,0,Closed,0
CUST106185,23,Female,Hyderabad,Salaried,727000.0,709,1,Personal,857000,84,7.61,2022-02-07,1.18,0,Closed,0
CUST106186,29,Male,Gurugram,Salaried,779000.0,787,2,Education,948000,36,12.11,2021-02-07,1.22,0,Closed,0
CUST106187,50,Female,Mumbai,Self-Employed,735000.0,780,0,Personal,694000,12,10.61,2022-07-30,0.94,0,Closed,0
CUST106188,31,Female,Pune,Salaried,591000.0,578,0,Auto,1036000,36,9.63,2025-05-02,1.75,94,Default,1
CUST106189,55,Female,Mumbai,Salaried,331000.0,719,0,Auto,487000,48,8.44,2021-03-09,1.47,0,Active,0
CUST106190,57,Male,Bengaluru,Salaried,912000.0,643,1,Home,300000,12,8.19,2022-04-19,0.33,68,Default,1
CUST106191,62,Male,Gurugram,Salaried,803000.0,702,2,Education,1336000,60,11.53,2025-08-12,1.66,145,Default,1
CUST106192,33,Female,Mohali,Salaried,373000.0,569,1,Auto,344000,180,11.89,2024-08-08,0.92,133,Default,1
CUST106193,56,Female,Bengaluru,Salaried,540000.0,630,1,Business,1097000,24,12.35,2022-12-21,2.03,115,Default,1
CUST106194,33,Female,Chennai,Salaried,706000.0,595,0,Credit Card Consolidation,558000,12,13.55,2021-09-15,0.79,0,Closed,0
CUST106195,32,Female,Mumbai,Salaried,497000.0,530,1,Personal,1585000,12,10.98,2022-06-13,3.19,79,Default,1
CUST106196,57,Male,Chandigarh,Salaried,580000.0,592,1,Education,851000,12,9.04,2023-08-19,1.47,184,Written Off,1
CUST106197,30,Male,Chandigarh,Salaried,534000.0,686,2,Personal,94000,120,16.28,2023-07-12,0.18,105,Default,1
CUST106198,29,Male,Pune,Salaried,799000.0,573,2,Personal,302000,24,12.94,2023-06-02,0.38,0,Active,0
CUST106199,27,Female,Chennai,Self-Employed,239000.0,680,1,Business,218000,36,14.62,2023-10-09,0.91,0,Closed,0
CUST106200,22,Male,Chennai,Self-Employed,849000.0,733,0,Auto,925000,120,12.87,2022-03-02,1.09,0,Active,0
CUST106201,43,Female,Chennai,Salaried,601000.0,773,1,Home,607000,12,12.19,2022-06-03,1.01,99,Default,1
CUST106202,59,Female,Gurugram,Salaried,1121000.0,820,1,Credit Card Consolidation,50000,60,9.85,2022-04-10,0.04,0,Closed,0
CUST106203,60,Female,Hyderabad,Business Owner,326000.0,740,0,Personal,729000,36,7.31,2022-07-31,2.24,0,Closed,0
CUST106204,59,Male,Gurugram,Salaried,519000.0,585,1,Auto,865000,180,12.54,2022-07-10,1.67,0,Closed,0
CUST106205,41,Male,Mumbai,Business Owner,642000.0,721,1,Credit Card Consolidation,83000,12,9.04,2025-08-09,0.13,142,Written Off,1
CUST106206,43,Female,Noida,Salaried,279000.0,753,2,Auto,378000,36,7.31,2025-08-22,1.35,3,Active - Overdue 30d,0
CUST106207,49,Male,Noida,Salaried,791000.0,606,1,Auto,800000,180,11.37,2024-05-15,1.01,100,Default,1
CUST106208,34,Male,Bengaluru,Salaried,601000.0,768,0,Home,136000,60,13.25,2024-02-26,0.23,0,Closed,0
CUST106209,46,Male,Noida,Salaried,740000.0,633,3,Education,241000,36,9.07,2025-02-15,0.33,0,Active,0
CUST106210,25,Male,Hyderabad,Salaried,701000.0,683,1,Auto,367000,60,13.21,2024-01-08,0.52,0,Closed,0
CUST106211,51,Male,Gurugram,Salaried,411000.0,769,0,Personal,289000,60,13.53,2024-08-26,0.7,0,Closed,0
CUST106212,45,Female,Bengaluru,Business Owner,333000.0,640,0,Home,325000,36,10.73,2025-09-02,0.98,0,Closed,0
CUST106213,51,Female,Mohali,Salaried,829000.0,657,0,Personal,672000,240,11.14,2021-07-22,0.81,112,Default,1
CUST106214,40,Female,Hyderabad,Self-Employed,479000.0,755,0,Credit Card Consolidation,666000,120,10.7,2021-07-28,1.39,0,Active,0
CUST106215,64,Male,Bengaluru,Salaried,1263000.0,721,1,Personal,395000,60,13.39,2023-05-09,0.31,0,Active,0
CUST106216,37,Female,Pune,Self-Employed,298000.0,508,1,Personal,179000,48,7.0,2024-03-07,0.6,70,Default,1
CUST106217,22,Female,Pune,Business Owner,879000.0,560,0,Auto,455000,36,9.47,2025-07-30,0.52,96,Default,1
CUST106218,45,Female,Chandigarh,Salaried,1052000.0,659,2,Auto,69000,36,9.65,2023-04-19,0.07,0,Active,0
CUST106219,33,Female,Pune,Salaried,321000.0,654,1,Personal,479000,48,13.32,2021-01-05,1.49,251,Written Off,1
CUST106220,59,Female,Chandigarh,Salaried,955000.0,615,0,Home,374000,12,11.97,2025-01-20,0.39,35,Active - Overdue 30d,0
CUST106221,48,Male,Pune,Salaried,867000.0,848,0,Business,481000,60,8.38,2023-10-31,0.55,0,Closed,0
CUST106222,62,Female,Noida,Self-Employed,703000.0,767,0,Auto,181000,12,9.68,2022-08-25,0.26,0,Closed,0
CUST106223,26,Male,Mohali,Self-Employed,835000.0,477,0,Auto,777000,36,13.96,2024-07-28,0.93,0,Active,0
CUST106224,23,Male,Hyderabad,Self-Employed,412000.0,768,0,Home,548000,60,11.91,2025-07-30,1.33,138,Default,1
CUST106225,55,Female,Noida,Salaried,305000.0,599,0,Personal,338000,36,14.31,2025-11-10,1.11,0,Closed,0
CUST106226,38,Male,Noida,Salaried,544000.0,669,1,Auto,888000,36,16.04,2023-12-15,1.63,0,Active,0
CUST106227,31,Male,Bengaluru,Salaried,931000.0,554,0,Credit Card Consolidation,637000,24,10.81,2022-09-23,0.68,0,Closed,0
CUST106228,40,Female,Mohali,Salaried,1157000.0,776,1,Auto,895000,12,8.03,2025-09-11,0.77,0,Closed,0
CUST106229,25,Female,Mumbai,Salaried,566000.0,696,2,Credit Card Consolidation,892000,36,15.57,2024-02-19,1.58,0,Closed,0
CUST106230,39,Male,Bengaluru,Salaried,837000.0,789,0,Education,553000,48,11.74,2021-01-30,0.66,77,Default,1
CUST106231,42,Female,Pune,Self-Employed,556000.0,702,1,Home,815000,36,12.45,2021-01-10,1.47,90,Default,1
CUST106232,39,Male,Chandigarh,Salaried,445000.0,645,1,Home,591000,60,12.21,2024-10-20,1.33,0,Closed,0
CUST106233,36,Male,Chandigarh,Salaried,311000.0,618,1,Auto,674000,36,12.27,2025-07-08,2.17,124,Default,1
CUST106234,44,Male,Chennai,Salaried,608000.0,547,1,Credit Card Consolidation,594000,36,12.21,2022-07-10,0.98,0,Active,0
CUST106235,61,Male,Delhi,Salaried,454000.0,654,3,Personal,786000,36,11.24,2021-05-19,1.73,0,Closed,0
CUST106236,24,Male,Mohali,Salaried,431000.0,698,0,Business,757000,84,8.61,2022-07-12,1.76,0,Closed,0
