customer_id,age,gender,city,employment_type,annual_income,credit_score,credit_band,existing_loans_count,loan_purpose,loan_amount,loan_tenure_months,interest_rate_pct,disbursement_date,loan_to_income_ratio,days_past_due,loan_status,is_default,predicted_default_prob,risk_segment
CUST103605,57,Male,Delhi,Self-Employed,443000.0,691,Good,1,Business,570000,48,12.14,2024-02-29,1.29,21,Active - Overdue 30d,0,0.527,High Risk
CUST103606,59,Male,Gurugram,Salaried,565000.0,900,Excellent,2,Education,251000,48,8.85,2022-11-29,0.44,0,Active,0,0.252,Medium Risk
CUST103607,48,Female,Chandigarh,Salaried,703000.0,626,Fair,1,Business,467000,24,10.05,2021-07-23,0.66,0,Active,0,0.47,High Risk
CUST103608,61,Male,Mumbai,Business Owner,1601000.0,728,Good,0,Personal,219000,24,8.9,2025-10-14,0.14,147,Default,1,0.499,High Risk
CUST103609,55,Male,Mumbai,Salaried,1067000.0,766,Very Good,0,Auto,630000,12,11.5,2024-10-08,0.59,0,Closed,0,0.341,Medium Risk
CUST103610,38,Female,Hyderabad,Salaried,688000.0,750,Very Good,0,Personal,334000,12,9.47,2025-09-25,0.49,0,Closed,0,0.339,Medium Risk
CUST103611,34,Male,Chandigarh,Self-Employed,557000.0,675,Good,2,Home,868000,84,15.9,2024-12-24,1.56,119,Default,1,0.655,Very High Risk
CUST103612,55,Male,Bengaluru,Salaried,453000.0,647,Fair,0,Education,845000,60,10.29,2021-04-30,1.87,0,Closed,0,0.533,High Risk
CUST103613,64,Male,Gurugram,Salaried,1443000.0,697,Good,5,Credit Card Consolidation,735000,12,11.99,2024-07-09,0.51,0,Active,0,0.366,Medium Risk
CUST103614,61,Female,Mohali,Self-Employed,672000.0,756,Very Good,1,Personal,1278000,48,11.88,2024-02-21,1.9,0,Active,0,0.464,High Risk
CUST103615,27,Male,Bengaluru,Business Owner,906000.0,747,Very Good,4,Personal,184000,24,10.32,2025-01-21,0.2,0,Active,0,0.387,Medium Risk
CUST103616,61,Female,Mumbai,Self-Employed,491000.0,639,Fair,2,Home,651000,24,9.37,2022-06-09,1.33,0,Closed,0,0.653,Very High Risk
CUST103617,33,Female,Gurugram,Salaried,340000.0,662,Fair,2,Personal,392000,120,13.06,2021-05-05,1.15,0,Active,0,0.458,High Risk
CUST103618,38,Male,Pune,Self-Employed,1136000.0,680,Good,0,Personal,616000,60,11.96,2023-07-02,0.54,253,Written Off,1,0.521,High Risk
CUST103619,57,Male,Mumbai,Salaried,533000.0,719,Good,2,Business,708000,36,13.19,2025-12-07,1.33,0,Active,0,0.454,High Risk
CUST103620,33,Male,Bengaluru,Self-Employed,655000.0,719,Good,1,Business,394000,180,7.0,2025-01-19,0.6,0,Active,0,0.393,Medium Risk
CUST103621,56,Male,Gurugram,Salaried,539000.0,661,Fair,0,Business,92000,180,7.0,2024-03-12,0.17,0,Active,0,0.364,Medium Risk
CUST103622,51,Female,Gurugram,Salaried,493000.0,777,Very Good,3,Business,855000,36,9.4,2021-05-01,1.73,116,Default,1,0.503,High Risk
CUST103623,22,Female,Bengaluru,Business Owner,582000.0,636,Fair,1,Auto,484000,36,8.61,2021-06-03,0.83,168,Default,1,0.611,Very High Risk
CUST103624,36,Male,Pune,Business Owner,265000.0,777,Very Good,1,Auto,880000,180,8.32,2023-12-26,3.32,0,Active,0,0.55,High Risk
CUST103625,29,Male,Mohali,Salaried,506000.0,708,Good,2,Personal,308000,84,9.3,2025-12-18,0.61,0,Closed,0,0.385,Medium Risk
CUST103626,29,Male,Noida,Salaried,845000.0,764,Very Good,0,Home,559000,36,7.0,2021-09-07,0.66,119,Default,1,0.327,Medium Risk
CUST103627,58,Male,Pune,Business Owner,1293000.0,784,Very Good,0,Personal,1147000,36,12.14,2023-08-26,0.89,0,Closed,0,0.391,Medium Risk
CUST103628,31,Female,Chandigarh,Salaried,576000.0,620,Fair,0,Personal,1927000,60,8.93,2022-02-05,3.35,0,Closed,0,0.617,Very High Risk
CUST103629,42,Male,Chennai,Salaried,527000.0,600,Fair,1,Personal,1149000,84,10.22,2023-05-30,2.18,97,Default,1,0.69,Very High Risk
CUST103630,53,Female,Chennai,Salaried,830000.0,814,Excellent,0,Auto,604000,24,11.89,2025-12-18,0.73,0,Closed,0,0.288,Medium Risk
CUST103631,56,Male,Chennai,Salaried,687000.0,813,Excellent,1,Auto,534000,48,15.29,2025-01-12,0.78,0,Closed,0,0.269,Medium Risk
CUST103632,43,Female,Delhi,Salaried,467000.0,708,Good,2,Home,419000,36,9.22,2024-09-29,0.9,0,Closed,0,0.405,High Risk
CUST103633,54,Female,Mumbai,Business Owner,1164000.0,682,Good,2,Personal,588000,36,13.44,2022-05-07,0.51,0,Closed,0,0.492,High Risk
CUST103634,29,Male,Mohali,Salaried,1297000.0,562,Poor,1,Home,751000,48,10.54,2025-05-15,0.58,0,Active,0,0.458,High Risk
CUST103635,44,Male,Mohali,Salaried,600000.0,657,Fair,0,Education,686000,180,8.18,2022-01-22,1.14,162,Default,1,0.477,High Risk
CUST103636,28,Male,Chandigarh,Salaried,652000.0,642,Fair,0,Credit Card Consolidation,209000,60,12.47,2021-04-14,0.32,0,Active,0,0.436,High Risk
CUST103637,27,Male,Mohali,Salaried,611000.0,742,Very Good,0,Personal,287000,48,12.29,2024-06-09,0.47,0,Active,0,0.326,Medium Risk
CUST103638,56,Female,Chennai,Salaried,691000.0,714,Good,2,Business,245000,60,11.49,2022-07-20,0.35,20,Active - Overdue 30d,0,0.4,Medium Risk
CUST103639,38,Female,Chandigarh,Business Owner,523000.0,819,Excellent,0,Education,894000,24,10.94,2021-06-10,1.71,0,Closed,0,0.39,Medium Risk
CUST103640,23,Female,Bengaluru,Salaried,518000.0,518,Poor,2,Personal,759000,48,9.64,2024-07-02,1.47,0,Closed,0,0.536,High Risk
CUST103641,48,Female,Pune,Business Owner,171000.0,729,Good,2,Auto,951000,24,11.82,2022-10-30,5.56,0,Active,0,0.595,High Risk
CUST103642,26,Male,Chandigarh,Self-Employed,432000.0,630,Fair,0,Auto,238000,48,11.32,2023-01-19,0.55,0,Closed,0,0.523,High Risk
CUST103643,64,Female,Mohali,Self-Employed,932000.0,677,Good,1,Education,621000,60,10.91,2021-07-25,0.67,0,Active,0,0.52,High Risk
CUST103644,64,Female,Gurugram,Salaried,791000.0,760,Very Good,2,Auto,258000,36,11.44,2025-04-27,0.33,0,Active,0,0.382,Medium Risk
CUST103645,41,Male,Chennai,Salaried,517000.0,663,Fair,0,Auto,378000,60,7.0,2023-11-19,0.73,42,Active - Overdue 30d,0,0.44,High Risk
CUST103646,48,Male,Chennai,Salaried,1063000.0,900,Excellent,1,Personal,443000,120,13.62,2022-05-30,0.42,0,Active,0,0.215,Medium Risk
CUST103647,60,Male,Mumbai,Self-Employed,510000.0,651,Fair,0,Home,1350000,12,9.48,2024-12-02,2.65,322,Written Off,1,0.707,Very High Risk
CUST103648,21,Male,Mumbai,Salaried,278000.0,647,Fair,0,Home,412000,120,12.78,2021-06-03,1.48,199,Written Off,1,0.49,High Risk
CUST103649,56,Male,Pune,Salaried,613000.0,539,Poor,0,Personal,261000,48,9.33,2023-11-14,0.43,22,Active - Overdue 30d,0,0.538,High Risk
CUST103650,41,Female,Delhi,Self-Employed,743000.0,711,Good,0,Auto,627000,60,15.67,2023-08-31,0.84,104,Default,1,0.515,High Risk
CUST103651,63,Female,Pune,Salaried,806000.0,686,Good,0,Home,599000,84,11.47,2025-03-30,0.74,231,Written Off,1,0.457,High Risk
CUST103652,55,Male,Delhi,Salaried,1302000.0,564,Poor,0,Education,881000,24,12.19,2025-05-30,0.68,152,Default,1,0.534,High Risk
CUST103653,33,Male,Gurugram,Salaried,542000.0,646,Fair,1,Personal,200000,12,7.64,2023-12-28,0.37,0,Active,0,0.434,High Risk
CUST103654,30,Female,Mumbai,Self-Employed,427000.0,734,Good,0,Personal,685000,48,7.77,2023-01-12,1.6,0,Closed,0,0.465,High Risk
CUST103655,64,Female,Bengaluru,Salaried,577000.0,585,Fair,1,Home,589000,36,13.97,2022-11-30,1.02,0,Closed,0,0.511,High Risk
CUST103656,30,Male,Mumbai,Salaried,620000.0,619,Fair,2,Education,610000,48,13.08,2025-11-14,0.98,88,Default,1,0.464,High Risk
CUST103657,33,Female,Mohali,Salaried,650000.0,697,Good,1,Credit Card Consolidation,431000,84,13.66,2022-05-02,0.66,173,Written Off,1,0.451,High Risk
CUST103658,57,Female,Gurugram,Self-Employed,980000.0,726,Good,1,Personal,1028000,36,11.7,2023-10-22,1.05,85,Default,1,0.553,High Risk
CUST103659,58,Female,Noida,Salaried,421000.0,786,Very Good,0,Home,1051000,60,7.0,2024-05-14,2.5,0,Active,0,0.473,High Risk
CUST103660,44,Male,Mohali,Salaried,512000.0,900,Excellent,0,Home,294000,36,11.06,2025-02-02,0.57,0,Active,0,0.242,Medium Risk
CUST103661,22,Male,Noida,Self-Employed,587000.0,663,Fair,0,Business,543000,60,13.89,2022-08-12,0.93,15,Active - Overdue 30d,0,0.549,High Risk
CUST103662,42,Female,Gurugram,Self-Employed,370000.0,532,Poor,1,Education,556000,180,14.43,2024-11-13,1.5,0,Active,0,0.567,High Risk
CUST103663,37,Male,Chennai,Self-Employed,755000.0,544,Poor,1,Business,633000,24,9.75,2023-11-25,0.84,0,Closed,0,0.628,Very High Risk
CUST103664,56,Female,Delhi,Self-Employed,844000.0,900,Excellent,1,Personal,214000,12,8.35,2024-09-30,0.25,0,Closed,0,0.327,Medium Risk
CUST103665,34,Male,Mumbai,Salaried,573000.0,666,Fair,1,Auto,361000,48,7.36,2021-06-22,0.63,0,Active,0,0.461,High Risk
CUST103666,30,Male,Noida,Salaried,344000.0,813,Excellent,2,Personal,117000,36,9.54,2022-07-03,0.34,157,Default,1,0.328,Medium Risk
CUST103667,55,Male,Mumbai,Salaried,455000.0,743,Very Good,1,Personal,975000,24,11.36,2023-08-06,2.14,0,Active,0,0.52,High Risk
CUST103668,45,Male,Mohali,Self-Employed,508000.0,571,Poor,0,Auto,532000,60,14.26,2022-01-06,1.05,0,Active,0,0.6,High Risk
CUST103669,23,Female,Hyderabad,Salaried,267000.0,621,Fair,0,Home,222000,12,11.52,2022-02-09,0.83,0,Active,0,0.428,High Risk
CUST103670,58,Male,Gurugram,Salaried,434000.0,863,Excellent,0,Education,330000,60,14.49,2023-03-06,0.76,0,Closed,0,0.237,Medium Risk
CUST103671,37,Female,Delhi,Salaried,614000.0,627,Fair,1,Auto,431000,12,7.0,2021-10-04,0.7,0,Active,0,0.465,High Risk
CUST103672,32,Female,Hyderabad,Salaried,1388000.0,711,Good,1,Personal,786000,120,10.53,2021-02-27,0.57,0,Active,0,0.3,Medium Risk
CUST103673,44,Male,Chandigarh,Salaried,989000.0,681,Good,2,Personal,468000,48,7.0,2022-02-10,0.47,315,Written Off,1,0.476,High Risk
CUST103674,49,Female,Hyderabad,Salaried,635000.0,498,Poor,1,Personal,864000,48,11.16,2023-04-30,1.36,0,Closed,0,0.555,High Risk
CUST103675,63,Male,Gurugram,Salaried,1435000.0,852,Excellent,0,Personal,395000,84,7.97,2021-05-05,0.28,0,Active,0,0.21,Medium Risk
CUST103676,45,Female,Mumbai,Salaried,897000.0,570,Poor,1,Personal,457000,60,12.21,2024-12-12,0.51,0,Active,0,0.523,High Risk
CUST103677,56,Male,Bengaluru,Self-Employed,515000.0,681,Good,0,Home,699000,12,10.1,2025-02-23,1.36,0,Closed,0,0.597,High Risk
CUST103678,46,Male,Bengaluru,Salaried,548000.0,604,Fair,0,Personal,486000,120,12.87,2021-12-16,0.89,0,Closed,0,0.493,High Risk
CUST103679,58,Male,Mumbai,Salaried,544000.0,761,Very Good,2,Auto,761000,48,7.0,2023-10-23,1.4,0,Closed,0,0.401,High Risk
CUST103680,21,Female,Mumbai,Salaried,756000.0,692,Good,0,Personal,798000,84,11.4,2022-01-06,1.06,0,Active,0,0.444,High Risk
CUST103681,40,Female,Bengaluru,Salaried,965000.0,798,Very Good,1,Home,402000,60,10.44,2021-08-31,0.42,81,Default,1,0.308,Medium Risk
CUST103682,48,Male,Hyderabad,Salaried,489000.0,857,Excellent,0,Credit Card Consolidation,648000,12,13.12,2023-01-09,1.33,62,Default,1,0.527,High Risk
CUST103683,36,Male,Pune,Salaried,404000.0,768,Very Good,0,Home,377000,24,11.85,2023-11-20,0.93,0,Closed,0,0.326,Medium Risk
CUST103684,37,Male,Delhi,Self-Employed,576000.0,722,Good,1,Auto,1597000,24,7.85,2024-09-22,2.77,0,Active,0,0.58,High Risk
CUST103685,60,Female,Pune,Salaried,374000.0,630,Fair,0,Personal,306000,36,8.57,2025-05-07,0.82,0,Closed,0,0.472,High Risk
CUST103686,48,Male,Pune,Self-Employed,529000.0,644,Fair,1,Auto,557000,36,12.2,2024-11-08,1.05,361,Written Off,1,0.619,Very High Risk
CUST103687,32,Female,Chandigarh,Salaried,438000.0,749,Very Good,1,Personal,241000,60,12.8,2021-04-25,0.55,110,Default,1,0.367,Medium Risk
CUST103688,47,Male,Chandigarh,Self-Employed,257000.0,682,Good,1,Home,209000,36,7.93,2025-11-23,0.81,34,Active - Overdue 30d,0,0.535,High Risk
CUST103689,62,Female,Bengaluru,Salaried,557000.0,805,Excellent,1,Auto,195000,84,13.29,2021-05-21,0.35,0,Closed,0,0.292,Medium Risk
CUST103690,50,Female,Mumbai,Self-Employed,306000.0,807,Excellent,2,Credit Card Consolidation,464000,48,9.37,2022-10-17,1.52,0,Active,0,0.403,High Risk
CUST103691,61,Female,Bengaluru,Salaried,203000.0,708,Good,2,Business,223000,36,11.69,2024-06-26,1.1,0,Closed,0,0.432,High Risk
CUST103692,54,Female,Bengaluru,Self-Employed,1297000.0,616,Fair,1,Personal,449000,84,14.04,2025-07-17,0.35,128,Default,1,0.552,High Risk
CUST103693,57,Male,Pune,Salaried,1237000.0,666,Fair,2,Personal,515000,24,12.84,2025-10-05,0.42,0,Active,0,0.4,Medium Risk
CUST103694,26,Female,Noida,Salaried,725000.0,757,Very Good,1,Auto,652000,48,10.02,2025-08-02,0.9,0,Active,0,0.375,Medium Risk
CUST103695,27,Female,Bengaluru,Self-Employed,480000.0,587,Fair,0,Home,589000,12,7.0,2022-03-15,1.23,184,Written Off,1,0.653,Very High Risk
CUST103696,52,Female,Hyderabad,Salaried,297000.0,762,Very Good,1,Auto,221000,60,9.36,2021-03-31,0.74,0,Closed,0,0.327,Medium Risk
CUST103697,52,Male,Chennai,Salaried,654000.0,616,Fair,2,Business,757000,60,9.66,2022-05-17,1.16,0,Active,0,0.51,High Risk
CUST103698,45,Male,Delhi,Self-Employed,453000.0,633,Fair,1,Home,600000,84,14.04,2024-03-18,1.32,0,Closed,0,0.622,Very High Risk
CUST103699,53,Male,Noida,Salaried,1313000.0,621,Fair,2,Credit Card Consolidation,186000,36,10.88,2024-07-01,0.14,163,Default,1,0.449,High Risk
CUST103700,27,Male,Mumbai,Salaried,643000.0,583,Fair,3,Auto,272000,84,10.21,2023-01-16,0.42,108,Default,1,0.573,High Risk
CUST103701,32,Male,Noida,Self-Employed,534000.0,795,Very Good,0,Home,391000,36,11.98,2021-06-16,0.73,119,Default,1,0.463,High Risk
CUST103702,36,Female,Delhi,Self-Employed,1624000.0,707,Good,1,Home,865000,36,12.04,2023-05-12,0.53,33,Active - Overdue 30d,0,0.418,High Risk
CUST103703,36,Female,Bengaluru,Salaried,621000.0,614,Fair,1,Personal,1191000,180,11.19,2025-06-18,1.92,0,Closed,0,0.54,High Risk
CUST103704,63,Female,Pune,Self-Employed,820000.0,638,Fair,0,Personal,814000,48,15.46,2025-06-02,0.99,337,Written Off,1,0.676,Very High Risk
CUST103705,56,Male,Noida,Salaried,718000.0,795,Very Good,0,Personal,837000,48,9.27,2024-04-30,1.17,6,Active - Overdue 30d,0,0.321,Medium Risk
CUST103706,33,Male,Delhi,Self-Employed,553000.0,660,Fair,5,Home,1139000,180,10.09,2022-02-27,2.06,43,Active - Overdue 30d,0,0.543,High Risk
CUST103707,27,Female,Chennai,Salaried,960000.0,741,Very Good,0,Personal,476000,180,10.87,2025-06-27,0.5,0,Closed,0,0.305,Medium Risk
CUST103708,56,Male,Hyderabad,Salaried,1882000.0,664,Fair,0,Auto,521000,36,8.84,2025-06-01,0.28,153,Default,1,0.436,High Risk
CUST103709,29,Male,Delhi,Salaried,337000.0,745,Very Good,3,Education,182000,48,13.14,2023-08-03,0.54,0,Closed,0,0.325,Medium Risk
CUST103710,52,Female,Gurugram,Self-Employed,500000.0,616,Fair,1,Home,834000,48,12.22,2025-05-10,1.67,0,Closed,0,0.648,Very High Risk
CUST103711,31,Male,Gurugram,Salaried,616000.0,602,Fair,0,Auto,484000,36,14.31,2024-01-07,0.79,0,Active,0,0.499,High Risk
CUST103712,28,Male,Bengaluru,Self-Employed,777000.0,674,Good,1,Business,248000,60,10.5,2022-07-16,0.32,0,Active,0,0.477,High Risk
CUST103713,53,Female,Chennai,Salaried,1612000.0,737,Good,0,Home,593000,36,12.94,2023-09-16,0.37,0,Active,0,0.343,Medium Risk
CUST103714,43,Male,Noida,Self-Employed,564000.0,645,Fair,1,Auto,369000,24,13.67,2024-06-14,0.65,118,Default,1,0.565,High Risk
CUST103715,45,Female,Hyderabad,Salaried,981000.0,664,Fair,2,Auto,489000,180,9.83,2025-06-22,0.5,0,Active,0,0.476,High Risk
CUST103716,28,Male,Mohali,Self-Employed,811000.0,693,Good,2,Personal,389000,12,11.89,2025-07-25,0.48,75,Default,1,0.548,High Risk
CUST103717,42,Female,Mumbai,Self-Employed,390000.0,636,Fair,0,Business,883000,60,15.61,2024-06-07,2.26,141,Default,1,0.712,Very High Risk
CUST103718,24,Male,Mumbai,Salaried,614000.0,625,Fair,0,Home,679000,60,11.27,2025-10-10,1.11,0,Active,0,0.486,High Risk
CUST103719,60,Female,Noida,Salaried,703000.0,695,Good,1,Credit Card Consolidation,1054000,60,10.99,2024-02-14,1.5,0,Closed,0,0.509,High Risk
CUST103720,23,Male,Noida,Business Owner,417000.0,785,Very Good,1,Auto,351000,48,14.46,2025-07-10,0.84,0,Active,0,0.368,Medium Risk
CUST103721,49,Female,Mumbai,Business Owner,263000.0,623,Fair,0,Personal,984000,24,14.7,2021-07-25,3.74,0,Active,0,0.675,Very High Risk
CUST103722,61,Male,Bengaluru,Salaried,511000.0,658,Fair,1,Education,166000,84,12.13,2025-02-15,0.32,0,Active,0,0.424,High Risk
CUST103723,49,Male,Chennai,Salaried,405000.0,716,Good,0,Credit Card Consolidation,594000,12,18.62,2021-06-23,1.47,5,Active - Overdue 30d,0,0.352,Medium Risk
CUST103724,54,Female,Mumbai,Self-Employed,323000.0,697,Good,0,Business,1490000,180,9.29,2021-02-10,4.61,82,Default,1,0.826,Very High Risk
CUST103725,54,Male,Delhi,Self-Employed,429000.0,792,Very Good,0,Auto,367000,36,12.69,2024-01-19,0.86,0,Active,0,0.409,High Risk
CUST103726,48,Male,Hyderabad,Salaried,1100000.0,678,Good,1,Home,442000,12,12.93,2023-07-22,0.4,0,Closed,0,0.424,High Risk
CUST103727,33,Male,Mohali,Salaried,326000.0,571,Poor,1,Personal,409000,24,14.81,2021-12-17,1.25,0,Active,0,0.525,High Risk
CUST103728,35,Male,Chennai,Self-Employed,818000.0,586,Fair,1,Business,658000,240,10.71,2022-04-26,0.8,0,Active,0,0.564,High Risk
CUST103729,43,Male,Chennai,Salaried,597000.0,782,Very Good,1,Business,800000,60,11.51,2022-10-01,1.34,0,Active,0,0.367,Medium Risk
CUST103730,64,Male,Bengaluru,Self-Employed,606000.0,583,Fair,1,Personal,355000,60,12.4,2021-07-09,0.59,0,Closed,0,0.562,High Risk
CUST103731,46,Male,Pune,Self-Employed,960000.0,668,Fair,2,Personal,744000,84,12.14,2025-07-12,0.78,0,Active,0,0.604,Very High Risk
CUST103732,24,Female,Mumbai,Self-Employed,780000.0,593,Fair,1,Education,635000,48,12.68,2023-09-19,0.81,109,Default,1,0.64,Very High Risk
CUST103733,46,Male,Mohali,Self-Employed,758000.0,682,Good,1,Personal,330000,36,13.77,2024-03-25,0.44,0,Closed,0,0.506,High Risk
CUST103734,60,Male,Gurugram,Salaried,247000.0,702,Good,0,Home,1530000,24,11.21,2023-02-14,6.19,0,Closed,0,0.501,High Risk
CUST103735,29,Female,Pune,Salaried,489000.0,706,Good,0,Education,537000,24,7.0,2021-02-11,1.1,0,Active,0,0.383,Medium Risk
CUST103736,25,Female,Noida,Salaried,1357000.0,671,Good,0,Auto,349000,84,9.31,2024-01-03,0.26,0,Closed,0,0.304,Medium Risk
CUST103737,52,Male,Mumbai,Business Owner,376000.0,571,Poor,4,Home,306000,120,9.25,2021-08-01,0.81,0,Active,0,0.593,High Risk
CUST103738,40,Male,Mohali,Salaried,1471000.0,635,Fair,3,Business,556000,84,12.62,2024-07-16,0.38,0,Closed,0,0.391,Medium Risk
CUST103739,31,Female,Bengaluru,Salaried,483000.0,631,Fair,3,Business,1405000,180,8.86,2023-05-04,2.91,143,Default,1,0.763,Very High Risk
CUST103740,35,Male,Bengaluru,Self-Employed,404000.0,760,Very Good,0,Personal,276000,120,11.92,2023-07-06,0.68,145,Default,1,0.398,Medium Risk
CUST103741,52,Male,Delhi,Salaried,214000.0,633,Fair,0,Home,202000,36,11.57,2024-02-02,0.94,0,Closed,0,0.443,High Risk
CUST103742,48,Male,Noida,Self-Employed,307000.0,528,Poor,1,Home,234000,24,7.0,2021-08-06,0.76,215,Written Off,1,0.647,Very High Risk
CUST103743,42,Female,Noida,Salaried,287000.0,749,Very Good,1,Personal,1171000,84,7.0,2025-11-10,4.08,247,Written Off,1,0.666,Very High Risk
CUST103744,61,Male,Mumbai,Salaried,303000.0,719,Good,0,Personal,1200000,48,11.72,2023-02-09,3.96,106,Default,1,0.616,Very High Risk
CUST103745,37,Female,Mumbai,Salaried,942000.0,630,Fair,0,Auto,274000,36,15.23,2025-03-08,0.29,0,Active,0,0.41,High Risk
CUST103746,46,Female,Noida,Salaried,353000.0,580,Fair,0,Auto,201000,12,8.59,2025-02-15,0.57,0,Closed,0,0.479,High Risk
CUST103747,64,Male,Mumbai,Self-Employed,835000.0,643,Fair,0,Auto,312000,84,11.71,2021-09-06,0.37,179,Default,1,0.575,High Risk
CUST103748,27,Female,Pune,Business Owner,659000.0,680,Good,2,Personal,343000,120,13.58,2022-11-22,0.52,62,Default,1,0.488,High Risk
CUST103749,62,Male,Pune,Salaried,763000.0,728,Good,1,Auto,210000,48,12.72,2024-01-10,0.28,177,Default,1,0.381,Medium Risk
CUST103750,46,Female,Noida,Business Owner,1101000.0,822,Excellent,3,Business,541000,180,14.9,2022-06-08,0.49,104,Default,1,0.371,Medium Risk
CUST103751,45,Male,Pune,Business Owner,332000.0,705,Good,0,Auto,992000,12,11.3,2021-08-22,2.99,128,Default,1,0.691,Very High Risk
CUST103752,30,Male,Gurugram,Salaried,304000.0,734,Good,0,Education,60000,12,14.64,2023-11-08,0.2,102,Default,1,0.398,Medium Risk
CUST103753,39,Male,Mohali,Salaried,851000.0,553,Poor,0,Credit Card Consolidation,336000,24,13.25,2024-07-09,0.39,345,Written Off,1,0.584,High Risk
CUST103754,31,Male,Delhi,Business Owner,1075000.0,592,Fair,0,Business,194000,36,12.94,2025-10-08,0.18,293,Written Off,1,0.529,High Risk
CUST103755,33,Male,Delhi,Salaried,450000.0,769,Very Good,2,Personal,783000,36,11.4,2025-01-30,1.74,0,Active,0,0.442,High Risk
CUST103756,28,Male,Mumbai,Salaried,484000.0,575,Poor,2,Business,246000,60,11.51,2021-06-21,0.51,0,Closed,0,0.536,High Risk
CUST103757,60,Male,Mohali,Salaried,499000.0,619,Fair,1,Credit Card Consolidation,231000,120,15.23,2025-02-09,0.46,0,Active,0,0.495,High Risk
CUST103758,24,Female,Hyderabad,Self-Employed,340000.0,711,Good,0,Business,236000,12,11.91,2025-02-28,0.69,0,Closed,0,0.41,High Risk
CUST103759,51,Male,Mumbai,Salaried,957000.0,710,Good,0,Home,409000,48,8.95,2025-03-23,0.43,0,Closed,0,0.348,Medium Risk
CUST103760,48,Female,Hyderabad,Salaried,815000.0,607,Fair,1,Auto,1793000,12,10.33,2025-03-11,2.2,82,Default,1,0.702,Very High Risk
CUST103761,31,Male,Gurugram,Salaried,150000.0,804,Excellent,0,Auto,1152000,24,10.06,2022-06-27,7.68,0,Closed,0,0.659,Very High Risk
CUST103762,63,Male,Mohali,Salaried,1340000.0,589,Fair,1,Home,269000,84,7.0,2021-01-06,0.2,0,Closed,0,0.383,Medium Risk
CUST103763,21,Male,Bengaluru,Salaried,435000.0,704,Good,1,Auto,751000,48,12.8,2024-11-02,1.73,132,Default,1,0.52,High Risk
CUST103764,58,Male,Hyderabad,Salaried,668000.0,821,Excellent,0,Credit Card Consolidation,952000,36,14.87,2024-02-09,1.43,95,Default,1,0.529,High Risk
CUST103765,44,Male,Pune,Self-Employed,594000.0,707,Good,0,Personal,757000,36,9.7,2022-07-20,1.27,0,Closed,0,0.515,High Risk
CUST103766,51,Male,Mumbai,Salaried,472000.0,549,Poor,1,Business,1092000,48,9.33,2022-08-24,2.31,120,Default,1,0.718,Very High Risk
CUST103767,61,Female,Noida,Salaried,814000.0,755,Very Good,2,Auto,820000,36,13.42,2021-02-11,1.01,0,Closed,0,0.394,Medium Risk
CUST103768,46,Female,Mumbai,Self-Employed,658000.0,665,Fair,2,Auto,356000,12,14.85,2021-03-26,0.54,0,Closed,0,0.561,High Risk
CUST103769,25,Male,Pune,Salaried,1540000.0,736,Good,2,Personal,53000,36,12.9,2022-02-04,0.03,0,Active,0,0.216,Medium Risk
CUST103770,40,Female,Chennai,Salaried,494000.0,793,Very Good,3,Education,666000,48,8.02,2023-02-12,1.35,0,Closed,0,0.332,Medium Risk
CUST103771,61,Male,Pune,Salaried,885000.0,552,Poor,1,Auto,387000,120,11.87,2023-07-04,0.44,140,Default,1,0.525,High Risk
CUST103772,31,Male,Mumbai,Self-Employed,807000.0,715,Good,0,Auto,276000,36,13.86,2024-01-20,0.34,118,Default,1,0.445,High Risk
CUST103773,53,Female,Mohali,Salaried,1103000.0,779,Very Good,3,Personal,622000,24,12.16,2021-06-28,0.56,0,Active,0,0.359,Medium Risk
CUST103774,58,Male,Delhi,Business Owner,1171000.0,708,Good,0,Personal,1117000,36,10.34,2024-04-01,0.95,0,Active,0,0.499,High Risk
CUST103775,47,Male,Pune,Business Owner,645000.0,801,Excellent,1,Home,545000,36,11.78,2023-06-22,0.84,44,Active - Overdue 30d,0,0.43,High Risk
CUST103776,54,Male,Chennai,Salaried,328000.0,697,Good,0,Education,156000,48,13.64,2024-09-09,0.48,0,Closed,0,0.35,Medium Risk
CUST103777,35,Male,Mohali,Salaried,555000.0,815,Excellent,0,Home,785000,84,14.08,2024-10-05,1.41,0,Active,0,0.343,Medium Risk
CUST103778,52,Male,Pune,Self-Employed,586000.0,549,Poor,0,Home,377000,24,11.91,2024-12-06,0.64,79,Default,1,0.616,Very High Risk
CUST103779,41,Male,Delhi,Salaried,849000.0,752,Very Good,1,Business,711000,60,8.76,2023-12-16,0.84,0,Active,0,0.339,Medium Risk
CUST103780,25,Male,Chennai,Salaried,388000.0,478,Poor,1,Home,700000,84,7.62,2023-08-15,1.8,154,Written Off,1,0.576,High Risk
CUST103781,26,Male,Delhi,Self-Employed,871000.0,708,Good,0,Home,406000,60,7.53,2022-04-09,0.47,0,Active,0,0.419,High Risk
CUST103782,58,Female,Mumbai,Salaried,1261000.0,587,Fair,0,Home,848000,120,8.49,2021-03-05,0.67,0,Active,0,0.429,High Risk
CUST103783,42,Male,Noida,Salaried,1403000.0,745,Very Good,0,Credit Card Consolidation,631000,120,12.45,2022-10-29,0.45,0,Active,0,0.349,Medium Risk
